3124060	"00:52:05"	"01:15:28"	"02/01/2021"	"02/01/2021"	28	24
3124061	"00:52:44"	"01:08:07"	"02/01/2021"	"02/01/2021"	57	41
3124062	"00:52:57"	"01:00:01"	"02/01/2021"	"02/01/2021"	28	26
3124063	"00:53:10"	"01:12:37"	"02/01/2021"	"02/01/2021"	2	10
3124064	"00:55:01"	"01:25:51"	"02/01/2021"	"02/01/2021"	24	26
3124065	"00:56:23"	"01:05:52"	"02/01/2021"	"02/01/2021"	19	45
3124067	"00:58:12"	"01:06:03"	"02/01/2021"	"02/01/2021"	53	8
3124068	"01:03:44"	"01:14:48"	"02/01/2021"	"02/01/2021"	1	3
3124069	"01:06:14"	"01:16:22"	"02/01/2021"	"02/01/2021"	9	20
3124070	"01:15:55"	"01:35:52"	"02/01/2021"	"02/01/2021"	45	24
3124071	"01:16:00"	"06:39:21"	"02/01/2021"	"02/01/2021"	10	4
3124072	"01:18:31"	"01:25:23"	"02/01/2021"	"02/01/2021"	1	23
3124073	"01:19:41"	"01:29:43"	"02/01/2021"	"02/01/2021"	4	15
3124075	"01:20:07"	"01:34:30"	"02/01/2021"	"02/01/2021"	10	49
3124078	"01:28:56"	"01:43:02"	"02/01/2021"	"02/01/2021"	16	20
3124079	"01:29:22"	"01:33:56"	"02/01/2021"	"02/01/2021"	53	41
3124082	"01:39:01"	"01:55:02"	"02/01/2021"	"02/01/2021"	10	48
3124084	"01:40:02"	"01:57:05"	"02/01/2021"	"02/01/2021"	18	18
3124086	"01:46:17"	"02:02:35"	"02/01/2021"	"02/01/2021"	27	22
3124087	"01:46:23"	"02:04:46"	"02/01/2021"	"02/01/2021"	20	52
3124088	"01:48:04"	"02:00:55"	"02/01/2021"	"02/01/2021"	3	33
3124089	"01:56:24"	"02:08:22"	"02/01/2021"	"02/01/2021"	48	52
3124091	"02:06:09"	"02:26:40"	"02/01/2021"	"02/01/2021"	27	40
3124092	"02:06:43"	"02:23:29"	"02/01/2021"	"02/01/2021"	26	22
3124094	"02:09:53"	"02:20:35"	"02/01/2021"	"02/01/2021"	28	10
3124096	"02:15:08"	"02:30:04"	"02/01/2021"	"02/01/2021"	32	50
3124097	"02:15:17"	"02:36:53"	"02/01/2021"	"02/01/2021"	7	49
3124099	"02:16:59"	"02:31:12"	"02/01/2021"	"02/01/2021"	32	50
3124100	"02:18:53"	"02:30:38"	"02/01/2021"	"02/01/2021"	32	50
3124101	"02:20:55"	"02:43:42"	"02/01/2021"	"02/01/2021"	29	27
3124102	"02:36:38"	"02:47:46"	"02/01/2021"	"02/01/2021"	16	20
3124104	"03:03:26"	"08:47:29"	"02/01/2021"	"02/01/2021"	19	4
3124106	"03:05:21"	"03:23:38"	"02/01/2021"	"02/01/2021"	27	45
3124107	"03:10:02"	"03:15:02"	"02/01/2021"	"02/01/2021"	25	8
3124108	"03:14:56"	"03:28:36"	"02/01/2021"	"02/01/2021"	50	48
3124109	"03:16:41"	"03:28:34"	"02/01/2021"	"02/01/2021"	50	48
3124110	"03:21:45"	"03:35:50"	"02/01/2021"	"02/01/2021"	33	14
3124111	"04:08:50"	"04:40:49"	"02/01/2021"	"02/01/2021"	18	24
3124112	"04:21:21"	"04:49:46"	"02/01/2021"	"02/01/2021"	14	8
3124113	"04:22:16"	"05:14:23"	"02/01/2021"	"02/01/2021"	14	33
3124114	"04:43:29"	"04:54:36"	"02/01/2021"	"02/01/2021"	7	16
3124115	"04:59:07"	"05:13:36"	"02/01/2021"	"02/01/2021"	30	11
3124116	"05:00:22"	"05:11:35"	"02/01/2021"	"02/01/2021"	11	2
3124117	"05:08:23"	"05:18:39"	"02/01/2021"	"02/01/2021"	10	18
3124118	"05:17:54"	"06:07:41"	"02/01/2021"	"02/01/2021"	39	39
3124119	"05:19:20"	"05:29:42"	"02/01/2021"	"02/01/2021"	2	38
3124120	"05:22:00"	"05:42:32"	"02/01/2021"	"02/01/2021"	2	36
3124121	"05:24:20"	"06:24:44"	"02/01/2021"	"02/01/2021"	32	35
3124122	"05:27:04"	"05:56:21"	"02/01/2021"	"02/01/2021"	52	17
3124123	"05:33:44"	"05:45:03"	"02/01/2021"	"02/01/2021"	33	11
3124124	"05:34:04"	"05:44:09"	"02/01/2021"	"02/01/2021"	53	33
3124125	"05:41:32"	"06:40:56"	"02/01/2021"	"02/01/2021"	45	34
3124126	"05:41:35"	"05:47:23"	"02/01/2021"	"02/01/2021"	12	17
3124127	"05:43:56"	"05:54:53"	"02/01/2021"	"02/01/2021"	7	12
3124128	"05:44:59"	"05:52:28"	"02/01/2021"	"02/01/2021"	2	4
3124129	"05:45:23"	"06:04:02"	"02/01/2021"	"02/01/2021"	22	7
3124130	"05:47:00"	"06:04:49"	"02/01/2021"	"02/01/2021"	2	36
3124131	"05:47:05"	"06:02:31"	"02/01/2021"	"02/01/2021"	51	27
3124132	"05:48:20"	"05:59:28"	"02/01/2021"	"02/01/2021"	27	20
3124133	"05:55:42"	"05:58:32"	"02/01/2021"	"02/01/2021"	4	3
3124134	"05:56:49"	"06:06:55"	"02/01/2021"	"02/01/2021"	11	7
3124135	"05:57:22"	"06:33:59"	"02/01/2021"	"02/01/2021"	37	44
3124136	"05:59:48"	"06:13:33"	"02/01/2021"	"02/01/2021"	8	17
3124137	"06:04:47"	"06:21:40"	"02/01/2021"	"02/01/2021"	38	19
3124138	"06:05:58"	"06:25:04"	"02/01/2021"	"02/01/2021"	37	41
3124139	"06:07:29"	"06:22:02"	"02/01/2021"	"02/01/2021"	13	50
3124140	"06:07:29"	"06:16:02"	"02/01/2021"	"02/01/2021"	47	51
3124141	"06:07:49"	"06:22:09"	"02/01/2021"	"02/01/2021"	33	49
3124142	"06:08:03"	"06:22:49"	"02/01/2021"	"02/01/2021"	9	3
3124144	"06:08:28"	"06:26:12"	"02/01/2021"	"02/01/2021"	7	30
3124145	"06:09:03"	"06:15:50"	"02/01/2021"	"02/01/2021"	31	20
3124146	"06:09:13"	"06:19:00"	"02/01/2021"	"02/01/2021"	27	24
3124147	"06:13:48"	"06:27:12"	"02/01/2021"	"02/01/2021"	8	27
3124148	"06:17:32"	"06:31:10"	"02/01/2021"	"02/01/2021"	20	24
3124149	"06:20:37"	"07:02:19"	"02/01/2021"	"02/01/2021"	4	4
3124150	"06:22:01"	"06:31:07"	"02/01/2021"	"02/01/2021"	20	24
3124151	"06:22:37"	"06:29:34"	"02/01/2021"	"02/01/2021"	7	33
3124154	"06:25:03"	"06:40:31"	"02/01/2021"	"02/01/2021"	11	4
3124155	"06:36:14"	"06:54:09"	"02/01/2021"	"02/01/2021"	4	28
3124156	"06:37:23"	"06:45:06"	"02/01/2021"	"02/01/2021"	38	21
3124157	"06:43:23"	"07:03:25"	"02/01/2021"	"02/01/2021"	20	52
3124159	"06:45:02"	"06:55:32"	"02/01/2021"	"02/01/2021"	7	12
3124160	"06:45:39"	"06:51:22"	"02/01/2021"	"02/01/2021"	10	12
3124161	"06:47:12"	"07:40:04"	"02/01/2021"	"02/01/2021"	34	4
3124162	"06:52:18"	"07:01:56"	"02/01/2021"	"02/01/2021"	20	12
3124163	"06:57:36"	"07:08:48"	"02/01/2021"	"02/01/2021"	32	4
3124164	"07:04:04"	"07:20:45"	"02/01/2021"	"02/01/2021"	9	48
3124165	"07:05:43"	"07:16:11"	"02/01/2021"	"02/01/2021"	14	26
3124166	"07:07:39"	"07:25:33"	"02/01/2021"	"02/01/2021"	19	38
3124167	"07:11:50"	"08:17:56"	"02/01/2021"	"02/01/2021"	3	8
3124168	"07:12:13"	"08:00:12"	"02/01/2021"	"02/01/2021"	7	22
3124169	"07:12:20"	"08:13:08"	"02/01/2021"	"02/01/2021"	16	16
3124172	"07:14:09"	"07:21:43"	"02/01/2021"	"02/01/2021"	37	52
3124173	"07:14:28"	"08:13:14"	"02/01/2021"	"02/01/2021"	16	16
3124174	"07:15:23"	"08:12:50"	"02/01/2021"	"02/01/2021"	16	16
3124175	"07:18:02"	"07:49:27"	"02/01/2021"	"02/01/2021"	36	1
3124176	"07:20:53"	"07:33:32"	"02/01/2021"	"02/01/2021"	35	12
3124177	"07:22:33"	"07:46:01"	"02/01/2021"	"02/01/2021"	33	51
3124178	"07:22:45"	"07:44:49"	"02/01/2021"	"02/01/2021"	30	27
3124179	"07:24:40"	"07:28:21"	"02/01/2021"	"02/01/2021"	24	4
3124180	"07:25:29"	"07:31:40"	"02/01/2021"	"02/01/2021"	26	10
3124181	"07:31:25"	"07:43:42"	"02/01/2021"	"02/01/2021"	27	1
3124182	"07:32:54"	"07:48:14"	"02/01/2021"	"02/01/2021"	25	30
3124183	"07:33:50"	"08:15:33"	"02/01/2021"	"02/01/2021"	48	26
3124184	"07:34:30"	"07:42:48"	"02/01/2021"	"02/01/2021"	12	17
3124185	"07:37:28"	"07:47:42"	"02/01/2021"	"02/01/2021"	7	40
3124186	"07:38:23"	"07:44:34"	"02/01/2021"	"02/01/2021"	3	24
3124187	"07:42:47"	"07:50:40"	"02/01/2021"	"02/01/2021"	9	2
3124188	"07:43:47"	"07:53:49"	"02/01/2021"	"02/01/2021"	14	17
3124190	"07:46:27"	"07:52:14"	"02/01/2021"	"02/01/2021"	14	2
3124191	"07:46:34"	"07:56:48"	"02/01/2021"	"02/01/2021"	15	9
3124192	"07:46:40"	"07:54:28"	"02/01/2021"	"02/01/2021"	3	37
3124193	"07:48:14"	"07:56:27"	"02/01/2021"	"02/01/2021"	23	16
3124194	"07:48:23"	"08:56:49"	"02/01/2021"	"02/01/2021"	44	44
3124195	"07:48:48"	"08:06:49"	"02/01/2021"	"02/01/2021"	22	40
3124196	"07:49:19"	"07:59:18"	"02/01/2021"	"02/01/2021"	30	29
3124197	"07:49:34"	"09:44:58"	"02/01/2021"	"02/01/2021"	9	23
3124199	"07:51:49"	"08:17:25"	"02/01/2021"	"02/01/2021"	35	49
3124200	"07:54:12"	"08:09:30"	"02/01/2021"	"02/01/2021"	8	39
3124201	"07:55:12"	"08:10:32"	"02/01/2021"	"02/01/2021"	51	10
3124202	"07:55:48"	"08:11:25"	"02/01/2021"	"02/01/2021"	3	16
3124203	"07:57:30"	"08:08:24"	"02/01/2021"	"02/01/2021"	41	8
3124204	"07:58:59"	"08:02:57"	"02/01/2021"	"02/01/2021"	32	37
3124205	"07:59:28"	"08:07:14"	"02/01/2021"	"02/01/2021"	14	12
3124206	"08:01:28"	"08:38:52"	"02/01/2021"	"02/01/2021"	13	13
3124207	"08:07:16"	"08:27:01"	"02/01/2021"	"02/01/2021"	47	12
3124208	"08:08:02"	"08:14:28"	"02/01/2021"	"02/01/2021"	9	1
3124209	"08:08:28"	"08:25:59"	"02/01/2021"	"02/01/2021"	29	14
3124210	"08:09:37"	"08:23:04"	"02/01/2021"	"02/01/2021"	1	28
3124211	"08:10:57"	"08:19:29"	"02/01/2021"	"02/01/2021"	30	40
3124212	"08:11:09"	"08:18:11"	"02/01/2021"	"02/01/2021"	10	8
3124213	"08:11:12"	"08:25:54"	"02/01/2021"	"02/01/2021"	14	1
3124215	"08:12:35"	"08:23:24"	"02/01/2021"	"02/01/2021"	40	7
3124216	"08:14:15"	"08:33:16"	"02/01/2021"	"02/01/2021"	41	13
3124217	"08:14:18"	"08:28:43"	"02/01/2021"	"02/01/2021"	34	13
3124218	"08:15:27"	"08:30:57"	"02/01/2021"	"02/01/2021"	33	43
3124219	"08:17:05"	"08:42:50"	"02/01/2021"	"02/01/2021"	39	50
3124220	"08:17:16"	"08:34:30"	"02/01/2021"	"02/01/2021"	30	4
3124221	"08:20:09"	"08:34:39"	"02/01/2021"	"02/01/2021"	42	28
3124222	"08:20:55"	"08:44:32"	"02/01/2021"	"02/01/2021"	45	21
3124223	"08:21:32"	"08:37:02"	"02/01/2021"	"02/01/2021"	42	25
3124224	"08:23:42"	"08:30:50"	"02/01/2021"	"02/01/2021"	26	13
3124226	"08:26:13"	"08:49:28"	"02/01/2021"	"02/01/2021"	50	11
3124227	"08:26:24"	"08:46:42"	"02/01/2021"	"02/01/2021"	39	11
3124229	"08:27:15"	"08:38:15"	"02/01/2021"	"02/01/2021"	30	20
3124230	"08:27:15"	"08:43:00"	"02/01/2021"	"02/01/2021"	16	9
3124231	"08:27:49"	"08:39:18"	"02/01/2021"	"02/01/2021"	10	45
3124232	"08:28:14"	"08:46:02"	"02/01/2021"	"02/01/2021"	30	26
3124234	"08:29:15"	"08:38:24"	"02/01/2021"	"02/01/2021"	13	26
3124236	"08:32:02"	"08:47:27"	"02/01/2021"	"02/01/2021"	29	25
3124238	"08:32:32"	"08:52:56"	"02/01/2021"	"02/01/2021"	41	21
3124239	"08:32:45"	"08:43:26"	"02/01/2021"	"02/01/2021"	16	1
3124240	"08:33:34"	"08:43:00"	"02/01/2021"	"02/01/2021"	31	38
3124243	"08:34:40"	"08:49:59"	"02/01/2021"	"02/01/2021"	27	31
3124244	"08:35:03"	"08:40:13"	"02/01/2021"	"02/01/2021"	51	52
3124245	"08:35:15"	"08:48:55"	"02/01/2021"	"02/01/2021"	21	27
3124246	"08:35:19"	"08:46:49"	"02/01/2021"	"02/01/2021"	14	1
3124247	"08:35:37"	"08:41:12"	"02/01/2021"	"02/01/2021"	25	43
3124248	"08:35:47"	"08:47:59"	"02/01/2021"	"02/01/2021"	4	27
3124250	"08:36:14"	"08:48:02"	"02/01/2021"	"02/01/2021"	32	13
3124251	"08:36:21"	"09:02:03"	"02/01/2021"	"02/01/2021"	30	43
3124252	"08:36:36"	"08:50:26"	"02/01/2021"	"02/01/2021"	17	24
3124253	"08:36:39"	"08:45:02"	"02/01/2021"	"02/01/2021"	47	31
3124255	"08:37:07"	"09:32:07"	"02/01/2021"	"02/01/2021"	25	25
3124256	"08:37:14"	"08:59:36"	"02/01/2021"	"02/01/2021"	30	23
3124257	"08:37:45"	"08:58:09"	"02/01/2021"	"02/01/2021"	52	29
3124258	"08:37:48"	"08:55:43"	"02/01/2021"	"02/01/2021"	24	42
3124259	"08:37:55"	"08:46:11"	"02/01/2021"	"02/01/2021"	21	3
3124260	"08:38:17"	"08:58:44"	"02/01/2021"	"02/01/2021"	33	27
3124261	"08:38:32"	"09:07:51"	"02/01/2021"	"02/01/2021"	52	19
3124262	"08:39:11"	"08:56:10"	"02/01/2021"	"02/01/2021"	21	26
3124263	"08:40:07"	"08:52:54"	"02/01/2021"	"02/01/2021"	35	27
3124264	"08:40:36"	"09:38:20"	"02/01/2021"	"02/01/2021"	48	30
3124265	"08:42:14"	"08:56:30"	"02/01/2021"	"02/01/2021"	26	24
3124266	"08:42:31"	"09:02:31"	"02/01/2021"	"02/01/2021"	4	16
3124267	"08:42:54"	"09:04:13"	"02/01/2021"	"02/01/2021"	49	7
3124268	"08:43:05"	"08:56:12"	"02/01/2021"	"02/01/2021"	48	21
3124269	"08:43:42"	"08:58:57"	"02/01/2021"	"02/01/2021"	37	15
3124270	"08:43:54"	"09:02:57"	"02/01/2021"	"02/01/2021"	25	49
3124271	"08:44:01"	"08:58:33"	"02/01/2021"	"02/01/2021"	4	23
3124273	"08:44:57"	"08:49:49"	"02/01/2021"	"02/01/2021"	2	1
3124274	"08:45:06"	"08:51:15"	"02/01/2021"	"02/01/2021"	41	40
3124275	"08:45:38"	"08:56:11"	"02/01/2021"	"02/01/2021"	31	20
3124276	"08:45:46"	"08:53:02"	"02/01/2021"	"02/01/2021"	27	11
3124277	"08:46:28"	"09:05:36"	"02/01/2021"	"02/01/2021"	49	25
3124278	"08:46:28"	"08:51:59"	"02/01/2021"	"02/01/2021"	11	27
3124279	"08:47:00"	"09:18:23"	"02/01/2021"	"02/01/2021"	17	44
3124280	"08:48:12"	"08:58:33"	"02/01/2021"	"02/01/2021"	30	34
3124281	"08:48:34"	"09:50:31"	"02/01/2021"	"02/01/2021"	24	29
3124282	"08:49:02"	"09:14:33"	"02/01/2021"	"02/01/2021"	47	34
3124283	"08:50:02"	"08:53:57"	"02/01/2021"	"02/01/2021"	42	44
3124284	"08:50:25"	"09:01:22"	"02/01/2021"	"02/01/2021"	10	7
3124285	"08:50:39"	"09:00:18"	"02/01/2021"	"02/01/2021"	23	45
3124286	"08:50:46"	"09:03:28"	"02/01/2021"	"02/01/2021"	3	1
3124287	"08:51:16"	"09:15:55"	"02/01/2021"	"02/01/2021"	2	36
3124288	"08:51:29"	"09:16:58"	"02/01/2021"	"02/01/2021"	31	18
3124289	"08:51:50"	"09:04:55"	"02/01/2021"	"02/01/2021"	45	11
3124290	"08:52:22"	"09:03:42"	"02/01/2021"	"02/01/2021"	48	29
3124291	"08:54:30"	"09:04:34"	"02/01/2021"	"02/01/2021"	26	44
3124292	"08:57:54"	"09:13:47"	"02/01/2021"	"02/01/2021"	47	51
3124293	"08:59:29"	"09:15:39"	"02/01/2021"	"02/01/2021"	3	47
3124294	"09:01:39"	"09:15:58"	"02/01/2021"	"02/01/2021"	28	23
3124295	"09:01:40"	"09:58:06"	"02/01/2021"	"02/01/2021"	44	14
3124296	"09:01:52"	"09:09:46"	"02/01/2021"	"02/01/2021"	20	3
3124297	"09:01:58"	"09:14:40"	"02/01/2021"	"02/01/2021"	27	24
3124298	"09:02:49"	"09:09:47"	"02/01/2021"	"02/01/2021"	20	3
3124299	"09:04:27"	"09:15:09"	"02/01/2021"	"02/01/2021"	37	13
3124300	"09:04:45"	"09:13:06"	"02/01/2021"	"02/01/2021"	23	7
3124301	"09:07:51"	"09:22:57"	"02/01/2021"	"02/01/2021"	33	42
3124302	"09:09:35"	"09:23:48"	"02/01/2021"	"02/01/2021"	40	31
3124303	"09:10:38"	"09:23:59"	"02/01/2021"	"02/01/2021"	40	31
3124304	"09:16:06"	"09:32:20"	"02/01/2021"	"02/01/2021"	7	28
3124305	"09:16:22"	"09:26:05"	"02/01/2021"	"02/01/2021"	31	11
3124306	"09:18:00"	"10:12:38"	"02/01/2021"	"02/01/2021"	7	25
3124307	"09:18:11"	"09:58:33"	"02/01/2021"	"02/01/2021"	19	57
3124308	"09:18:14"	"09:40:05"	"02/01/2021"	"02/01/2021"	2	29
3124309	"09:18:49"	"09:40:17"	"02/01/2021"	"02/01/2021"	52	20
3124310	"09:19:39"	"09:46:03"	"02/01/2021"	"02/01/2021"	3	43
3124311	"09:19:43"	"09:40:47"	"02/01/2021"	"02/01/2021"	53	7
3124312	"09:20:09"	"09:24:49"	"02/01/2021"	"02/01/2021"	13	15
3124313	"09:22:03"	"09:29:04"	"02/01/2021"	"02/01/2021"	3	14
3124314	"09:22:15"	"09:28:30"	"02/01/2021"	"02/01/2021"	9	16
3124315	"09:22:31"	"09:31:25"	"02/01/2021"	"02/01/2021"	36	46
3124316	"09:23:25"	"09:32:16"	"02/01/2021"	"02/01/2021"	38	31
3124318	"09:24:25"	"09:42:50"	"02/01/2021"	"02/01/2021"	37	12
3124319	"09:26:15"	"09:34:24"	"02/01/2021"	"02/01/2021"	17	14
3124321	"09:30:02"	"09:44:23"	"02/01/2021"	"02/01/2021"	39	1
3124323	"09:30:59"	"09:35:06"	"02/01/2021"	"02/01/2021"	49	48
3124324	"09:31:06"	"09:38:42"	"02/01/2021"	"02/01/2021"	31	2
3124325	"09:31:12"	"09:43:07"	"02/01/2021"	"02/01/2021"	22	27
3124326	"09:31:57"	"09:37:58"	"02/01/2021"	"02/01/2021"	3	4
3124327	"09:32:21"	"10:17:35"	"02/01/2021"	"02/01/2021"	13	26
3124328	"09:32:35"	"09:47:31"	"02/01/2021"	"02/01/2021"	30	23
3124329	"09:32:49"	"09:36:51"	"02/01/2021"	"02/01/2021"	25	16
3124330	"09:33:05"	"09:45:48"	"02/01/2021"	"02/01/2021"	41	8
3124331	"09:33:23"	"10:10:41"	"02/01/2021"	"02/01/2021"	15	8
3124332	"09:34:39"	"10:05:31"	"02/01/2021"	"02/01/2021"	39	46
3124333	"09:34:57"	"09:42:36"	"02/01/2021"	"02/01/2021"	12	20
3124334	"09:35:20"	"09:46:31"	"02/01/2021"	"02/01/2021"	15	22
3124335	"09:35:41"	"09:51:54"	"02/01/2021"	"02/01/2021"	30	26
3124336	"09:36:11"	"09:44:32"	"02/01/2021"	"02/01/2021"	39	53
3124337	"09:36:13"	"09:56:36"	"02/01/2021"	"02/01/2021"	15	43
3124338	"09:36:27"	"09:47:42"	"02/01/2021"	"02/01/2021"	31	11
3124341	"09:37:39"	"09:57:23"	"02/01/2021"	"02/01/2021"	47	20
3124342	"09:37:55"	"09:59:06"	"02/01/2021"	"02/01/2021"	52	13
3124343	"09:38:02"	"09:54:26"	"02/01/2021"	"02/01/2021"	51	13
3124344	"09:38:08"	"09:59:20"	"02/01/2021"	"02/01/2021"	7	10
3124345	"09:38:10"	"10:13:47"	"02/01/2021"	"02/01/2021"	24	27
3124346	"09:38:37"	"09:47:59"	"02/01/2021"	"02/01/2021"	31	22
3124347	"09:38:53"	"09:50:56"	"02/01/2021"	"02/01/2021"	3	37
3124348	"09:40:28"	"09:55:34"	"02/01/2021"	"02/01/2021"	1	4
3124349	"09:40:46"	"10:16:41"	"02/01/2021"	"02/01/2021"	48	13
3124350	"09:41:14"	"09:53:18"	"02/01/2021"	"02/01/2021"	53	7
3124351	"09:41:16"	"09:53:23"	"02/01/2021"	"02/01/2021"	3	52
3124352	"09:41:22"	"09:53:17"	"02/01/2021"	"02/01/2021"	32	13
3124353	"09:42:24"	"10:04:08"	"02/01/2021"	"02/01/2021"	36	47
3124354	"09:42:49"	"09:48:44"	"02/01/2021"	"02/01/2021"	25	28
3124355	"09:43:07"	"10:35:06"	"02/01/2021"	"02/01/2021"	37	37
3124356	"09:43:18"	"10:39:19"	"02/01/2021"	"02/01/2021"	7	43
3124357	"09:43:18"	"10:45:48"	"02/01/2021"	"02/01/2021"	17	12
3124358	"09:43:55"	"09:59:00"	"02/01/2021"	"02/01/2021"	45	14
3124359	"09:44:02"	"09:54:35"	"02/01/2021"	"02/01/2021"	20	27
3124360	"09:44:31"	"10:01:12"	"02/01/2021"	"02/01/2021"	34	17
3124361	"09:45:00"	"09:57:07"	"02/01/2021"	"02/01/2021"	25	27
3124362	"09:45:24"	"09:53:08"	"02/01/2021"	"02/01/2021"	30	33
3124363	"09:46:42"	"10:32:38"	"02/01/2021"	"02/01/2021"	30	30
3124364	"09:49:15"	"10:00:05"	"02/01/2021"	"02/01/2021"	24	27
3124365	"09:50:24"	"09:57:13"	"02/01/2021"	"02/01/2021"	21	3
3124366	"09:50:43"	"10:09:36"	"02/01/2021"	"02/01/2021"	51	13
3124367	"09:51:33"	"10:01:02"	"02/01/2021"	"02/01/2021"	4	14
3124368	"09:51:49"	"10:10:06"	"02/01/2021"	"02/01/2021"	1	13
3124369	"09:51:57"	"09:58:18"	"02/01/2021"	"02/01/2021"	22	2
3124370	"09:53:31"	"09:59:11"	"02/01/2021"	"02/01/2021"	9	10
3124371	"09:54:01"	"10:01:35"	"02/01/2021"	"02/01/2021"	25	44
3124372	"09:55:08"	"10:01:44"	"02/01/2021"	"02/01/2021"	33	7
3124373	"09:55:17"	"10:10:08"	"02/01/2021"	"02/01/2021"	34	12
3124374	"09:57:12"	"10:32:29"	"02/01/2021"	"02/01/2021"	27	10
3124375	"09:57:24"	"10:13:31"	"02/01/2021"	"02/01/2021"	25	45
3124376	"09:58:28"	"13:42:44"	"02/01/2021"	"02/01/2021"	34	34
3124377	"09:59:36"	"10:08:53"	"02/01/2021"	"02/01/2021"	24	14
3124378	"09:59:51"	"10:14:49"	"02/01/2021"	"02/01/2021"	7	13
3124379	"09:59:56"	"10:48:28"	"02/01/2021"	"02/01/2021"	17	28
3124380	"10:02:34"	"10:08:34"	"02/01/2021"	"02/01/2021"	24	14
3124381	"10:03:06"	"10:16:37"	"02/01/2021"	"02/01/2021"	52	14
3124382	"10:03:32"	"10:10:51"	"02/01/2021"	"02/01/2021"	28	25
3124383	"10:03:33"	"10:16:19"	"02/01/2021"	"02/01/2021"	12	28
3124384	"10:03:42"	"10:14:09"	"02/01/2021"	"02/01/2021"	23	16
3124387	"10:05:00"	"11:06:33"	"02/01/2021"	"02/01/2021"	10	9
3124388	"10:05:21"	"10:16:45"	"02/01/2021"	"02/01/2021"	12	28
3124389	"10:05:29"	"10:18:04"	"02/01/2021"	"02/01/2021"	4	27
3124391	"10:06:32"	"10:28:45"	"02/01/2021"	"02/01/2021"	13	46
3124392	"10:07:34"	"10:21:45"	"02/01/2021"	"02/01/2021"	26	24
3124393	"10:07:34"	"10:17:40"	"02/01/2021"	"02/01/2021"	31	1
3124394	"10:08:25"	"10:18:07"	"02/01/2021"	"02/01/2021"	31	23
3124395	"10:08:29"	"11:00:51"	"02/01/2021"	"02/01/2021"	23	23
3124396	"10:09:28"	"10:23:40"	"02/01/2021"	"02/01/2021"	23	24
3124397	"10:09:45"	"10:43:52"	"02/01/2021"	"02/01/2021"	14	38
3124398	"10:10:15"	"10:18:39"	"02/01/2021"	"02/01/2021"	53	25
3124399	"10:10:36"	"10:48:05"	"02/01/2021"	"02/01/2021"	20	20
3124400	"10:10:39"	"10:30:37"	"02/01/2021"	"02/01/2021"	7	2
3124401	"10:11:43"	"10:27:43"	"02/01/2021"	"02/01/2021"	27	50
3124402	"10:13:31"	"10:21:30"	"02/01/2021"	"02/01/2021"	47	48
